id,name,price,stock,description,isArchived
1303,Produit 1302,74.39,40,Description automatique,
1304,Produit 1303,41.47,31,Description automatique,
1305,Produit 1304,76.22,48,Description automatique,
1306,Produit 1305,7.59,2,Description automatique,
1307,Produit 1306,76.78,27,Description automatique,
1308,Produit 1307,44.82,14,Description automatique,
1309,Produit 1308,76.19,27,Description automatique,
1310,Produit 1309,85.45,23,Description automatique,
1311,Produit 1310,56.6,24,Description automatique,
1312,Produit 1311,62.36,32,Description automatique,
1313,Produit 1312,62.78,28,Description automatique,
1314,Produit 1313,98.85,31,Description automatique,
1315,Produit 1314,70.11,27,Description automatique,
1316,Produit 1315,88.55,14,Description automatique,
1317,Produit 1316,64.58,28,Description automatique,
1318,Produit 1317,15.62,9,Description automatique,
1319,Produit 1318,17.94,9,Description automatique,
1320,Produit 1319,57.92,3,Description automatique,
1321,Produit 1320,43.19,5,Description automatique,
1322,Produit 1321,42.27,24,Description automatique,
1323,Produit 1322,62.88,45,Description automatique,
1324,Produit 1323,73.68,7,Description automatique,
1325,Produit 1324,11.78,3,Description automatique,
1326,Produit 1325,92.06,46,Description automatique,
1327,Produit 1326,31.29,15,Description automatique,
1328,Produit 1327,3.78,43,Description automatique,
1329,Produit 1328,59.66,4,Description automatique,
1330,Produit 1329,10.1,33,Description automatique,
1331,Produit 1330,30.12,47,Description automatique,
1332,Produit 1331,14.54,13,Description automatique,
1333,Produit 1332,42.01,18,Description automatique,
1334,Produit 1333,49.34,35,Description automatique,
1335,Produit 1334,79.83,24,Description automatique,
1336,Produit 1335,7.15,4,Description automatique,
1337,Produit 1336,41.83,22,Description automatique,
1338,Produit 1337,66.64,39,Description automatique,
1339,Produit 1338,45.97,38,Description automatique,
1340,Produit 1339,5.95,43,Description automatique,
1341,Produit 1340,84.36,37,Description automatique,
1342,Produit 1341,5.4,25,Description automatique,
1343,Produit 1342,21.81,16,Description automatique,
1344,Produit 1343,23.68,48,Description automatique,
1345,Produit 1344,90.7,5,Description automatique,
1346,Produit 1345,99.25,29,Description automatique,
1347,Produit 1346,73.86,0,Description automatique,
1348,Produit 1347,60.85,17,Description automatique,
1349,Produit 1348,63.46,26,Description automatique,
1350,Produit 1349,82.12,11,Description automatique,
1351,Produit 1350,77.22,30,Description automatique,
1352,Produit 1351,40.36,40,Description automatique,
1353,Produit 1352,73.22,43,Description automatique,
1354,Produit 1353,18.23,37,Description automatique,
1355,Produit 1354,35.77,21,Description automatique,
1356,Produit 1355,23.58,22,Description automatique,
1357,Produit 1356,79.29,11,Description automatique,
1358,Produit 1357,32.83,21,Description automatique,
1359,Produit 1358,97.44,0,Description automatique,
1360,Produit 1359,68.92,27,Description automatique,
1361,Produit 1360,98.29,7,Description automatique,
1362,Produit 1361,48.62,48,Description automatique,
1363,Produit 1362,86.48,10,Description automatique,
1364,Produit 1363,30.98,29,Description automatique,
1365,Produit 1364,96.91,30,Description automatique,
1366,Produit 1365,52.5,18,Description automatique,
1367,Produit 1366,86.3,21,Description automatique,
1368,Produit 1367,56.05,30,Description automatique,
1369,Produit 1368,96.9,49,Description automatique,
1370,Produit 1369,77.39,18,Description automatique,
1371,Produit 1370,37.4,26,Description automatique,
1372,Produit 1371,99.68,21,Description automatique,
1373,Produit 1372,99.75,29,Description automatique,
1374,Produit 1373,86.23,30,Description automatique,
1375,Produit 1374,99.06,5,Description automatique,
1376,Produit 1375,42.77,47,Description automatique,
1377,Produit 1376,47.85,13,Description automatique,
1378,Produit 1377,82.14,25,Description automatique,
1379,Produit 1378,34.53,31,Description automatique,
1380,Produit 1379,50.5,47,Description automatique,
1381,Produit 1380,5.96,20,Description automatique,
1382,Produit 1381,48.52,11,Description automatique,
1383,Produit 1382,69.7,4,Description automatique,
1384,Produit 1383,68.8,25,Description automatique,
1385,Produit 1384,29.65,13,Description automatique,
1386,Produit 1385,47.45,36,Description automatique,
1387,Produit 1386,56.34,16,Description automatique,
1388,Produit 1387,14.79,24,Description automatique,
1389,Produit 1388,60.23,17,Description automatique,
1390,Produit 1389,46.46,13,Description automatique,
1391,Produit 1390,15.02,27,Description automatique,
1392,Produit 1391,38.53,14,Description automatique,
1393,Produit 1392,36.61,0,Description automatique,
1394,Produit 1393,2.77,6,Description automatique,
1395,Produit 1394,94.38,46,Description automatique,
1396,Produit 1395,55.31,43,Description automatique,
1397,Produit 1396,72.1,5,Description automatique,
1398,Produit 1397,80.42,35,Description automatique,
1399,Produit 1398,16.94,29,Description automatique,
1400,Produit 1399,24.21,44,Description automatique,
1401,Produit 1400,81.95,10,Description automatique,
1402,Produit 1401,15.12,26,Description automatique,
1403,Produit 1402,16.3,3,Description automatique,
1404,Produit 1403,14.54,46,Description automatique,
1405,Produit 1404,82.31,10,Description automatique,
1406,Produit 1405,96.22,27,Description automatique,
1407,Produit 1406,36,6,Description automatique,
1408,Produit 1407,85.86,37,Description automatique,
1409,Produit 1408,38.19,12,Description automatique,
1410,Produit 1409,69.69,10,Description automatique,
1411,Produit 1410,40.28,33,Description automatique,
1412,Produit 1411,30.98,31,Description automatique,
1413,Produit 1412,57.09,42,Description automatique,
1414,Produit 1413,52.75,7,Description automatique,
1415,Produit 1414,26.02,46,Description automatique,
1416,Produit 1415,49.95,47,Description automatique,
1417,Produit 1416,20.52,25,Description automatique,
1418,Produit 1417,74.1,47,Description automatique,
1419,Produit 1418,6.3,34,Description automatique,
1420,Produit 1419,53.28,24,Description automatique,
1421,Produit 1420,86.42,25,Description automatique,
1422,Produit 1421,16.63,13,Description automatique,
1423,Produit 1422,50.47,6,Description automatique,
1424,Produit 1423,76.97,5,Description automatique,
1425,Produit 1424,19.98,17,Description automatique,
1426,Produit 1425,25.12,13,Description automatique,
1427,Produit 1426,12.35,17,Description automatique,
1428,Produit 1427,7.25,33,Description automatique,
1429,Produit 1428,9.1,10,Description automatique,
1430,Produit 1429,47.65,35,Description automatique,
1431,Produit 1430,41.52,14,Description automatique,
1432,Produit 1431,81.34,37,Description automatique,
1433,Produit 1432,78.3,40,Description automatique,
1434,Produit 1433,72.73,2,Description automatique,
1435,Produit 1434,61.51,4,Description automatique,
1436,Produit 1435,55.83,10,Description automatique,
1437,Produit 1436,43.69,5,Description automatique,
1438,Produit 1437,78.98,40,Description automatique,
1439,Produit 1438,67,40,Description automatique,
1440,Produit 1439,33.42,38,Description automatique,
1441,Produit 1440,93.65,44,Description automatique,
1442,Produit 1441,49.19,5,Description automatique,
1443,Produit 1442,24.49,2,Description automatique,
1444,Produit 1443,8.47,28,Description automatique,
1445,Produit 1444,31.98,35,Description automatique,
1446,Produit 1445,62.02,43,Description automatique,
1447,Produit 1446,76.72,39,Description automatique,
1448,Produit 1447,92.15,45,Description automatique,
1449,Produit 1448,50.33,44,Description automatique,
1450,Produit 1449,59.07,44,Description automatique,
1451,Produit 1450,52.2,30,Description automatique,
1452,Produit 1451,81.49,1,Description automatique,
1453,Produit 1452,88.23,48,Description automatique,
1454,Produit 1453,6.74,35,Description automatique,
1455,Produit 1454,8.51,19,Description automatique,
1456,Produit 1455,46.34,34,Description automatique,
1457,Produit 1456,13.27,16,Description automatique,
1458,Produit 1457,60.45,7,Description automatique,
1459,Produit 1458,96.02,19,Description automatique,
1460,Produit 1459,6.87,0,Description automatique,
1461,Produit 1460,47.11,5,Description automatique,
1462,Produit 1461,73.47,35,Description automatique,
1463,Produit 1462,7.75,12,Description automatique,
1464,Produit 1463,51.93,3,Description automatique,
1465,Produit 1464,70.82,11,Description automatique,
1466,Produit 1465,24.23,48,Description automatique,
1467,Produit 1466,2.46,27,Description automatique,
1468,Produit 1467,80.18,1,Description automatique,
1469,Produit 1468,36.56,41,Description automatique,
1470,Produit 1469,41.14,25,Description automatique,
1471,Produit 1470,66.97,22,Description automatique,
1472,Produit 1471,51.1,7,Description automatique,
1473,Produit 1472,49.39,21,Description automatique,
1474,Produit 1473,54.81,37,Description automatique,
1475,Produit 1474,95.21,49,Description automatique,
1476,Produit 1475,27.3,46,Description automatique,
1477,Produit 1476,77.25,27,Description automatique,
1478,Produit 1477,91.99,31,Description automatique,
1479,Produit 1478,77.94,45,Description automatique,
1480,Produit 1479,61.78,2,Description automatique,
1481,Produit 1480,21.63,29,Description automatique,
1482,Produit 1481,49.8,18,Description automatique,
1483,Produit 1482,3.17,24,Description automatique,
1484,Produit 1483,87.76,16,Description automatique,
1485,Produit 1484,64.55,35,Description automatique,
1486,Produit 1485,54.11,39,Description automatique,
1487,Produit 1486,9.49,45,Description automatique,
1488,Produit 1487,35.68,33,Description automatique,
1489,Produit 1488,76.75,25,Description automatique,
1490,Produit 1489,56.75,0,Description automatique,
1491,Produit 1490,15.23,28,Description automatique,
1492,Produit 1491,74.99,0,Description automatique,
1493,Produit 1492,73.2,30,Description automatique,
1494,Produit 1493,92.45,4,Description automatique,
1495,Produit 1494,86.95,10,Description automatique,
1496,Produit 1495,27.68,19,Description automatique,
1497,Produit 1496,34.42,33,Description automatique,
1498,Produit 1497,84.47,8,Description automatique,
1499,Produit 1498,60.77,10,Description automatique,
1500,Produit 1499,24.87,44,Description automatique,
1501,Produit 1500,43.48,13,Description automatique,
1502,Produit 1501,97.24,16,Description automatique,
1503,Produit 1502,2.06,15,Description automatique,
1504,Produit 1503,94.27,20,Description automatique,
1505,Produit 1504,85.86,28,Description automatique,
1506,Produit 1505,6.4,49,Description automatique,
1507,Produit 1506,82.19,38,Description automatique,
1508,Produit 1507,54.49,12,Description automatique,
1509,Produit 1508,93.48,5,Description automatique,
1510,Produit 1509,76.05,21,Description automatique,
1511,Produit 1510,28.21,19,Description automatique,
1512,Produit 1511,21.93,5,Description automatique,
1513,Produit 1512,41.85,29,Description automatique,
1514,Produit 1513,84.38,47,Description automatique,
1515,Produit 1514,60.3,40,Description automatique,
1516,Produit 1515,20.3,48,Description automatique,
1517,Produit 1516,94.97,28,Description automatique,
1518,Produit 1517,29.66,48,Description automatique,
1519,Produit 1518,48.22,6,Description automatique,
1520,Produit 1519,85.36,33,Description automatique,
1521,Produit 1520,56.53,18,Description automatique,
1522,Produit 1521,79.44,7,Description automatique,
1523,Produit 1522,57.76,21,Description automatique,
1524,Produit 1523,53.08,26,Description automatique,
1525,Produit 1524,91.83,3,Description automatique,
1526,Produit 1525,46.06,6,Description automatique,
1527,Produit 1526,98.21,47,Description automatique,
1528,Produit 1527,67.05,15,Description automatique,
1529,Produit 1528,7.96,43,Description automatique,
1530,Produit 1529,38.99,1,Description automatique,
1531,Produit 1530,25.83,28,Description automatique,
1532,Produit 1531,68.3,19,Description automatique,
1533,Produit 1532,27.01,36,Description automatique,
1534,Produit 1533,86.44,1,Description automatique,
1535,Produit 1534,17.56,32,Description automatique,
1536,Produit 1535,37.53,38,Description automatique,
1537,Produit 1536,23.26,12,Description automatique,
1538,Produit 1537,73.77,15,Description automatique,
1539,Produit 1538,4.33,8,Description automatique,
1540,Produit 1539,47.49,38,Description automatique,
1541,Produit 1540,54.14,26,Description automatique,
1542,Produit 1541,0.16,7,Description automatique,
1543,Produit 1542,11.13,47,Description automatique,
1544,Produit 1543,36.62,26,Description automatique,
1545,Produit 1544,81.76,23,Description automatique,
1546,Produit 1545,22.85,26,Description automatique,
1547,Produit 1546,58.48,46,Description automatique,
1548,Produit 1547,23.15,41,Description automatique,
1549,Produit 1548,75.82,34,Description automatique,
1550,Produit 1549,62.04,32,Description automatique,
1551,Produit 1550,1.09,47,Description automatique,
1552,Produit 1551,63.94,16,Description automatique,
1553,Produit 1552,74.12,26,Description automatique,
1554,Produit 1553,92.63,8,Description automatique,
1555,Produit 1554,74.58,33,Description automatique,
1556,Produit 1555,12.04,8,Description automatique,
1557,Produit 1556,97.28,5,Description automatique,
1558,Produit 1557,69.87,6,Description automatique,
1559,Produit 1558,99.09,28,Description automatique,
1560,Produit 1559,24.18,17,Description automatique,
1561,Produit 1560,28.8,41,Description automatique,
1562,Produit 1561,0.05,3,Description automatique,
1563,Produit 1562,89.34,4,Description automatique,
1564,Produit 1563,74.46,39,Description automatique,
1565,Produit 1564,6.61,49,Description automatique,
1566,Produit 1565,70.51,3,Description automatique,
1567,Produit 1566,9.01,15,Description automatique,
1568,Produit 1567,4.51,21,Description automatique,
1569,Produit 1568,16.4,19,Description automatique,
1570,Produit 1569,93.11,35,Description automatique,
1571,Produit 1570,52.49,15,Description automatique,
1572,Produit 1571,73.3,34,Description automatique,
1573,Produit 1572,10.47,49,Description automatique,
1574,Produit 1573,98.85,21,Description automatique,
1575,Produit 1574,59.48,1,Description automatique,
1576,Produit 1575,46.04,40,Description automatique,
1577,Produit 1576,6.55,47,Description automatique,
1578,Produit 1577,0.4,1,Description automatique,
1579,Produit 1578,60.42,14,Description automatique,
1580,Produit 1579,73.02,3,Description automatique,
1581,Produit 1580,0.45,32,Description automatique,
1582,Produit 1581,28.91,22,Description automatique,
1583,Produit 1582,98.15,30,Description automatique,
1584,Produit 1583,33.78,15,Description automatique,
1585,Produit 1584,81.02,44,Description automatique,
1586,Produit 1585,83.58,0,Description automatique,
1587,Produit 1586,65.57,22,Description automatique,
1588,Produit 1587,88.39,43,Description automatique,
1589,Produit 1588,63.58,25,Description automatique,
1590,Produit 1589,12.83,23,Description automatique,
1591,Produit 1590,25.52,12,Description automatique,
1592,Produit 1591,46.12,29,Description automatique,
1593,Produit 1592,93.46,8,Description automatique,
1594,Produit 1593,75.86,5,Description automatique,
1595,Produit 1594,67.33,23,Description automatique,
1596,Produit 1595,61.07,40,Description automatique,
1597,Produit 1596,88.48,27,Description automatique,
1598,Produit 1597,84.1,20,Description automatique,
1599,Produit 1598,12.97,24,Description automatique,
1600,Produit 1599,72.58,20,Description automatique,
1601,Produit 1600,65.54,8,Description automatique,
1602,Produit 1601,25.17,35,Description automatique,
1603,Produit 1602,19.61,27,Description automatique,
1604,Produit 1603,18.25,16,Description automatique,
1605,Produit 1604,76.6,39,Description automatique,
1606,Produit 1605,33.99,29,Description automatique,
1607,Produit 1606,7.98,6,Description automatique,
1608,Produit 1607,52.21,19,Description automatique,
1609,Produit 1608,99.27,42,Description automatique,
1610,Produit 1609,32.51,16,Description automatique,
1611,Produit 1610,71.26,24,Description automatique,
1612,Produit 1611,84.1,25,Description automatique,
1613,Produit 1612,41.2,48,Description automatique,
1614,Produit 1613,83.39,42,Description automatique,
1615,Produit 1614,34.63,47,Description automatique,
1616,Produit 1615,93.5,28,Description automatique,
1617,Produit 1616,99.83,20,Description automatique,
1618,Produit 1617,33.1,9,Description automatique,
1619,Produit 1618,31.17,8,Description automatique,
1620,Produit 1619,15.81,38,Description automatique,
1621,Produit 1620,81.45,49,Description automatique,
1622,Produit 1621,67.32,49,Description automatique,
1623,Produit 1622,22.71,17,Description automatique,
1624,Produit 1623,23.24,3,Description automatique,
1625,Produit 1624,75.31,27,Description automatique,
1626,Produit 1625,25.66,47,Description automatique,
1627,Produit 1626,84.97,31,Description automatique,
1628,Produit 1627,27.57,5,Description automatique,
1629,Produit 1628,16.96,48,Description automatique,
1630,Produit 1629,73.03,22,Description automatique,
1631,Produit 1630,44.23,17,Description automatique,
1632,Produit 1631,33.92,18,Description automatique,
1633,Produit 1632,14.17,32,Description automatique,
1634,Produit 1633,51.88,7,Description automatique,
1635,Produit 1634,38.05,0,Description automatique,
1636,Produit 1635,73.92,0,Description automatique,
1637,Produit 1636,83.78,15,Description automatique,
1638,Produit 1637,4.04,33,Description automatique,
1639,Produit 1638,75.54,38,Description automatique,
1640,Produit 1639,97.59,34,Description automatique,
1641,Produit 1640,17.7,17,Description automatique,
1642,Produit 1641,63.79,27,Description automatique,
1643,Produit 1642,82.29,36,Description automatique,
1644,Produit 1643,26.18,0,Description automatique,
1645,Produit 1644,13.58,34,Description automatique,
1646,Produit 1645,89.81,18,Description automatique,
1647,Produit 1646,14.15,10,Description automatique,
1648,Produit 1647,84.38,20,Description automatique,
1649,Produit 1648,85.5,39,Description automatique,
1650,Produit 1649,96.4,22,Description automatique,
1651,Produit 1650,42.36,28,Description automatique,
1652,Produit 1651,86.12,3,Description automatique,
1653,Produit 1652,23.27,4,Description automatique,
1654,Produit 1653,63.9,13,Description automatique,
1655,Produit 1654,21.47,28,Description automatique,
1656,Produit 1655,0.74,44,Description automatique,
1657,Produit 1656,70.94,40,Description automatique,
1658,Produit 1657,16.42,23,Description automatique,
1659,Produit 1658,29.94,38,Description automatique,
1660,Produit 1659,73.2,17,Description automatique,
1661,Produit 1660,44.57,24,Description automatique,
1662,Produit 1661,39.12,12,Description automatique,
1663,Produit 1662,94.02,24,Description automatique,
1664,Produit 1663,78.34,35,Description automatique,
1665,Produit 1664,89.42,42,Description automatique,
1666,Produit 1665,38.38,42,Description automatique,
1667,Produit 1666,73.05,29,Description automatique,
1668,Produit 1667,64.12,13,Description automatique,
1669,Produit 1668,16.33,39,Description automatique,
1670,Produit 1669,85.35,45,Description automatique,
1671,Produit 1670,87.36,36,Description automatique,
1672,Produit 1671,91.5,8,Description automatique,
1673,Produit 1672,68.33,11,Description automatique,
1674,Produit 1673,60.84,5,Description automatique,
1675,Produit 1674,3.98,0,Description automatique,
1676,Produit 1675,45.36,42,Description automatique,
1677,Produit 1676,23.99,3,Description automatique,
1678,Produit 1677,86.23,19,Description automatique,
1679,Produit 1678,74.32,37,Description automatique,
1680,Produit 1679,38.83,13,Description automatique,
1681,Produit 1680,94.34,10,Description automatique,
1682,Produit 1681,2.53,3,Description automatique,
1683,Produit 1682,78,44,Description automatique,
1684,Produit 1683,94.06,12,Description automatique,
1685,Produit 1684,42.59,27,Description automatique,
1686,Produit 1685,55.37,11,Description automatique,
1687,Produit 1686,5.3,0,Description automatique,
1688,Produit 1687,31.54,16,Description automatique,
1689,Produit 1688,39.05,31,Description automatique,
1690,Produit 1689,14.91,43,Description automatique,
1691,Produit 1690,74.21,7,Description automatique,
1692,Produit 1691,22.9,37,Description automatique,
1693,Produit 1692,83.63,42,Description automatique,
1694,Produit 1693,38.58,10,Description automatique,
1695,Produit 1694,98.81,19,Description automatique,
1696,Produit 1695,56.47,15,Description automatique,
1697,Produit 1696,21.21,25,Description automatique,
1698,Produit 1697,39.26,15,Description automatique,
1699,Produit 1698,46.77,46,Description automatique,
1700,Produit 1699,27.89,37,Description automatique,
1701,Produit 1700,99.66,36,Description automatique,
1702,Produit 1701,77.03,35,Description automatique,
1703,Produit 1702,93.54,3,Description automatique,
1704,Produit 1703,84.35,26,Description automatique,
1705,Produit 1704,54.55,7,Description automatique,
1706,Produit 1705,18.07,14,Description automatique,
1707,Produit 1706,86.38,22,Description automatique,
1708,Produit 1707,69.78,48,Description automatique,
1709,Produit 1708,45.77,19,Description automatique,
1710,Produit 1709,39.5,43,Description automatique,
1711,Produit 1710,75.17,4,Description automatique,
1712,Produit 1711,93.09,0,Description automatique,
1713,Produit 1712,41.63,30,Description automatique,
1714,Produit 1713,87.39,48,Description automatique,
1715,Produit 1714,52.44,44,Description automatique,
1716,Produit 1715,79.74,47,Description automatique,
1717,Produit 1716,22.29,38,Description automatique,
1718,Produit 1717,96.45,10,Description automatique,
1719,Produit 1718,92.73,21,Description automatique,
1720,Produit 1719,80.03,46,Description automatique,
1721,Produit 1720,15.92,48,Description automatique,
1722,Produit 1721,57.83,0,Description automatique,
1723,Produit 1722,66.03,16,Description automatique,
1724,Produit 1723,32.79,26,Description automatique,
1725,Produit 1724,83.57,28,Description automatique,
1726,Produit 1725,37.41,47,Description automatique,
1727,Produit 1726,10.17,39,Description automatique,
1728,Produit 1727,9.04,41,Description automatique,
1729,Produit 1728,29.65,16,Description automatique,
1730,Produit 1729,83.66,14,Description automatique,
1731,Produit 1730,2.76,47,Description automatique,
1732,Produit 1731,2.09,45,Description automatique,
1733,Produit 1732,84.64,48,Description automatique,
1734,Produit 1733,37.61,28,Description automatique,
1735,Produit 1734,98.68,36,Description automatique,
1736,Produit 1735,88.26,11,Description automatique,
1737,Produit 1736,88.23,22,Description automatique,
1738,Produit 1737,99.89,38,Description automatique,
1739,Produit 1738,3.56,9,Description automatique,
1740,Produit 1739,7.65,28,Description automatique,
1741,Produit 1740,31.58,37,Description automatique,
1742,Produit 1741,33.66,27,Description automatique,
1743,Produit 1742,48.94,20,Description automatique,
1744,Produit 1743,46.9,5,Description automatique,
1745,Produit 1744,29.79,37,Description automatique,
1746,Produit 1745,64.17,32,Description automatique,
1747,Produit 1746,43.58,8,Description automatique,
1748,Produit 1747,67.26,44,Description automatique,
1749,Produit 1748,62.22,17,Description automatique,
1750,Produit 1749,82.89,20,Description automatique,
1751,Produit 1750,33.91,39,Description automatique,
1752,Produit 1751,76.56,46,Description automatique,
1753,Produit 1752,56.32,8,Description automatique,
1754,Produit 1753,61.47,34,Description automatique,
1755,Produit 1754,48.8,48,Description automatique,
1756,Produit 1755,52.23,32,Description automatique,
1757,Produit 1756,38.91,40,Description automatique,
1758,Produit 1757,79.78,36,Description automatique,
1759,Produit 1758,64.65,21,Description automatique,
1760,Produit 1759,22.11,23,Description automatique,
1761,Produit 1760,66.55,37,Description automatique,
1762,Produit 1761,99.54,7,Description automatique,
1763,Produit 1762,43.38,13,Description automatique,
1764,Produit 1763,67.48,2,Description automatique,
1765,Produit 1764,42.57,41,Description automatique,
1766,Produit 1765,96.59,9,Description automatique,
1767,Produit 1766,10.1,11,Description automatique,
1768,Produit 1767,5.87,20,Description automatique,
1769,Produit 1768,98.1,15,Description automatique,
1770,Produit 1769,19.48,41,Description automatique,
1771,Produit 1770,63.07,4,Description automatique,
1772,Produit 1771,59.9,17,Description automatique,
1773,Produit 1772,36.79,45,Description automatique,
1774,Produit 1773,69.79,6,Description automatique,
1775,Produit 1774,25.44,35,Description automatique,
1776,Produit 1775,24.06,39,Description automatique,
1777,Produit 1776,96.95,26,Description automatique,
1778,Produit 1777,88.65,33,Description automatique,
1779,Produit 1778,5.86,10,Description automatique,
1780,Produit 1779,25.38,47,Description automatique,
1781,Produit 1780,11.78,29,Description automatique,
1782,Produit 1781,5.78,19,Description automatique,
1783,Produit 1782,67.79,4,Description automatique,
1784,Produit 1783,81.88,1,Description automatique,
1785,Produit 1784,94.18,24,Description automatique,
1786,Produit 1785,89.71,21,Description automatique,
1787,Produit 1786,7.17,5,Description automatique,
1788,Produit 1787,53.72,29,Description automatique,
1789,Produit 1788,95.28,36,Description automatique,
1790,Produit 1789,66.73,14,Description automatique,
1791,Produit 1790,93.69,2,Description automatique,
1792,Produit 1791,77.17,23,Description automatique,
1793,Produit 1792,34.8,17,Description automatique,
1794,Produit 1793,3.94,47,Description automatique,
1795,Produit 1794,39.11,46,Description automatique,
1796,Produit 1795,26.73,8,Description automatique,
1797,Produit 1796,1.79,5,Description automatique,
1798,Produit 1797,30.92,31,Description automatique,
1799,Produit 1798,66.86,34,Description automatique,
1800,Produit 1799,28.84,15,Description automatique,
1801,Produit 1800,13,0,Description automatique,
1802,Produit 1801,44.09,25,Description automatique,
1803,Produit 1802,99.75,20,Description automatique,
1804,Produit 1803,42.21,42,Description automatique,
1805,Produit 1804,59.28,22,Description automatique,
1806,Produit 1805,39.1,38,Description automatique,
1807,Produit 1806,65.44,29,Description automatique,
1808,Produit 1807,33.58,31,Description automatique,
1809,Produit 1808,97.58,44,Description automatique,
1810,Produit 1809,35.53,47,Description automatique,
1811,Produit 1810,43.61,36,Description automatique,
1812,Produit 1811,82.29,38,Description automatique,
1813,Produit 1812,1.43,5,Description automatique,
1814,Produit 1813,56.12,15,Description automatique,
1815,Produit 1814,66.52,8,Description automatique,
1816,Produit 1815,55.74,20,Description automatique,
1817,Produit 1816,41.4,11,Description automatique,
1818,Produit 1817,52.86,5,Description automatique,
1819,Produit 1818,16.52,30,Description automatique,
1820,Produit 1819,50.63,26,Description automatique,
1821,Produit 1820,20.83,36,Description automatique,
1822,Produit 1821,52.45,23,Description automatique,
1823,Produit 1822,18.98,18,Description automatique,
1824,Produit 1823,90.83,14,Description automatique,
1825,Produit 1824,74.61,30,Description automatique,
1826,Produit 1825,82.99,35,Description automatique,
1827,Produit 1826,7.33,30,Description automatique,
1828,Produit 1827,22.75,0,Description automatique,
1829,Produit 1828,73.07,15,Description automatique,
1830,Produit 1829,25.43,33,Description automatique,
1831,Produit 1830,66.76,26,Description automatique,
1832,Produit 1831,80.66,23,Description automatique,
1833,Produit 1832,23.6,11,Description automatique,
1834,Produit 1833,31.64,46,Description automatique,
1835,Produit 1834,21.15,37,Description automatique,
1836,Produit 1835,80.13,39,Description automatique,
1837,Produit 1836,24.3,28,Description automatique,
1838,Produit 1837,72.97,13,Description automatique,
1839,Produit 1838,35.31,8,Description automatique,
1840,Produit 1839,91.48,23,Description automatique,
1841,Produit 1840,94.93,35,Description automatique,
1842,Produit 1841,23.3,22,Description automatique,
1843,Produit 1842,95.01,19,Description automatique,
1844,Produit 1843,59.87,36,Description automatique,
1845,Produit 1844,2.09,33,Description automatique,
1846,Produit 1845,20.3,21,Description automatique,
1847,Produit 1846,32.63,14,Description automatique,
1848,Produit 1847,0.31,4,Description automatique,
1849,Produit 1848,12.97,3,Description automatique,
1850,Produit 1849,2.23,22,Description automatique,
1851,Produit 1850,7.35,43,Description automatique,
1852,Produit 1851,86.27,6,Description automatique,
1853,Produit 1852,28.79,7,Description automatique,
1854,Produit 1853,64.5,12,Description automatique,
1855,Produit 1854,97.39,25,Description automatique,
1856,Produit 1855,80.96,37,Description automatique,
1857,Produit 1856,63.09,15,Description automatique,
1858,Produit 1857,58.79,6,Description automatique,
1859,Produit 1858,0.92,2,Description automatique,
1860,Produit 1859,35.91,12,Description automatique,
1861,Produit 1860,50.13,16,Description automatique,
1862,Produit 1861,73.57,16,Description automatique,
1863,Produit 1862,63.02,14,Description automatique,
1864,Produit 1863,83.34,28,Description automatique,
1865,Produit 1864,42.2,16,Description automatique,
1866,Produit 1865,13.43,13,Description automatique,
1867,Produit 1866,19.51,32,Description automatique,
1868,Produit 1867,6.17,29,Description automatique,
1869,Produit 1868,36.24,25,Description automatique,
1870,Produit 1869,61.04,19,Description automatique,
1871,Produit 1870,38.33,27,Description automatique,
1872,Produit 1871,41.83,39,Description automatique,
1873,Produit 1872,38.07,21,Description automatique,
1874,Produit 1873,64.65,29,Description automatique,
1875,Produit 1874,75.85,10,Description automatique,
1876,Produit 1875,45.82,49,Description automatique,
1877,Produit 1876,5.41,26,Description automatique,
1878,Produit 1877,38.09,36,Description automatique,
1879,Produit 1878,50.85,20,Description automatique,
1880,Produit 1879,63.01,2,Description automatique,
1881,Produit 1880,63.69,29,Description automatique,
1882,Produit 1881,2.71,31,Description automatique,
1883,Produit 1882,10.12,4,Description automatique,
1884,Produit 1883,25.45,23,Description automatique,
1885,Produit 1884,72.82,48,Description automatique,
1886,Produit 1885,56.04,45,Description automatique,
1887,Produit 1886,27.47,44,Description automatique,
1888,Produit 1887,15.51,42,Description automatique,
1889,Produit 1888,72.37,9,Description automatique,
1890,Produit 1889,77.87,42,Description automatique,
1891,Produit 1890,53.96,21,Description automatique,
1892,Produit 1891,95.35,29,Description automatique,
1893,Produit 1892,34.4,16,Description automatique,
1894,Produit 1893,46.98,43,Description automatique,
1895,Produit 1894,3.59,2,Description automatique,
1896,Produit 1895,84.02,7,Description automatique,
1897,Produit 1896,28.75,22,Description automatique,
1898,Produit 1897,10.23,17,Description automatique,
1899,Produit 1898,86.12,30,Description automatique,
1900,Produit 1899,67.4,47,Description automatique,
1901,Produit 1900,85.57,37,Description automatique,
1902,Produit 1901,30.74,2,Description automatique,
1903,Produit 1902,57.34,44,Description automatique,
1904,Produit 1903,30.75,13,Description automatique,
1905,Produit 1904,2.73,5,Description automatique,
1906,Produit 1905,50.48,17,Description automatique,
1907,Produit 1906,31.73,39,Description automatique,
1908,Produit 1907,76.91,37,Description automatique,
1909,Produit 1908,2.7,10,Description automatique,
1910,Produit 1909,0.7,11,Description automatique,
